title,description,label
[Y720-15IKB_FVT] Battery life can’t meet spec（435Min）when run system idle battery life.,"Test condition: 

OS: Win10 Pro 10.0.0.14393

Language: EN

Preload: V3

BIOS/EC: 4GCN07WW/4GCN07WW 

Test results: 

Test units:SKU1#19, SKU3#15,SKU4#11,SKU5#16,SKU6#25

Fail units:  SKU1(379) 

Fail rate by units: 1 out of 5 Units

Issue Description:                                                                            

Battery life can’t meet spec（435Min）when run system idle battery life.",1
[330-14/15/17AST_SIT_Performance]MobileMark2014 result is very low.,"Test condition: OS:Win10 16299;

Language:EN/CN/JP;

BIOS/EC:8UCN02WW

Preload version:V06

Test Result: 

Test units:SKU3 SKU4 SKU7 SKU8 SKU9 SKU10 SKU11

Fail units: SKU3 SKU4 SKU7 SKU8 SKU9 SKU10 SKU11

Fail rate by units: 1 out of 1 units;

Fail rate by times: 2 out of 2 times;

Issue description: MobileMark2014 result is very low.",1
[Nano 110-14/15 AST SIT] Battery Life (Mins) time can’t meet SPEC when run Jump Start Performance.,"Test condition: 

OS: Win10 Pro 10.0.10586 

Language: EN/CHS/JP/BR/RS

Preload: V13

BIOS/EC: 3UCN14WW/3UEC14WW

Test results: 

Test units:SKU1#09, SKU2#15,SKU3#22,SKU4#15,SKU5#27,SKU6#01,

SKU7#05

Fail units: SKU2#15(BR) SKU3#22(JP/BR), SKU4#15(RS)

Fail rate by units: 3 out of 7 Units

Issue Description:                                                                            

Battery Life (Mins) time can’t meet SPEC when run Jump Start Performance.",1
"[S590-16 Pro AHP_SIT_Com] PCMark 10 Battery life UMA only on test results lower than off. (F/R:2/4 units, 2/4 cycles)","
 Test configuration: 

 OS: Win11 22H2 build 22621.2715

 BIOS/EC: NQCN08WW/NQEC08WW

 Image: V16

 Language: EN

 Detect by: SFA047_CF_02 X80 UMA ONLY Batterylife test case

Fail scope:

Tested units: 4 unit (A7D3225S03-2#02, A7D1622S04-2#02, A7D1622S05-2#02, A5D1622S06-2#02)

Failed units: 2 unit(A7D1622S04-2#02 1/1 cycle, A5D1622S06-2#02 1/1 cycle)

F/R:2/4 units, 2/4 cycles

Observed symptom:

PCMark 10 Battery life UMA only on test results lower than off.

Expected behavior:

PCMark 10 Battery life UMA only on test results higher than off.

How to recover:

Need RD debug.

Problem Isolation:

A) Unique to a certain system? No - not depend on unit

B) Unique to a configuratiaon? No - not depend on config

C) Unique to OS? No - not depend on OS

D) Unique to a product? Yes - - only test on S590 AHP

E) Unique to a current version? Yes - only test current version

Cross Product: 

NA

",1
"[Y580P/Y780-16ARX8_EVT BOX_X4/X2/P0-R_H/D_CG] SEN3 trip point cannot meet spec when double roasting under AC performance/AC balance.(F/R:3/4units,6/8cycles)","



 Test Condition:

OS:Win11 22H2 build 22621.755

Language:EN/CHS

BIOS/EC: LPCN11WW/LPEC11WW

Preload: V04

Detect by:

CGA004_CF AMD DPTC Basic function test

Test Result:

Test unit:Y580P A7N3225E01-16,A7N1625E06-15,A7N3225E04-21,A7N1625E02-12

Fail unit:A7N1625E06-15,A7N3225E04-21,A7N1625E02-12

F/R: 3/4units,6/8cycles

Issue Description:

SEN3 trip point cannot meet spec when double roasting under AC performance/AC balance,A7N1625E06-15 AC performance double roasting trip point is 68,spec is ≥63

A7N1625E06-15 AC Balance double roasting trip point is 67,spec is ≥61

A7N3225E04-21 AC Balance double roasting trip point is 63,spec is ≥64

A7N1625E02-12 AC Balance double roasting trip point is 63,spec is ≥64

Expected Behavior:

SEN3 trip point can meet spec when double roasting under AC performance/AC balance

How to recover:

Cannot recover




",2
"[Y570 Fighting BOX ARB-H_SIT_X2/X4_D/H_PS]Gpu power not follow Spec when double roasting with Extreme mode(FR:2/4units,4/8cycles）","

 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V17

BIOS/EC:NDCN06WW/NDCN06WW

Language: CN/EN

Fail scope:

Tested units: : 4units (A7N1625S01.2-21，A7N1625S01-26,A7N1625S02-27,A7N1625S02.2-21)

Failed units: 2units (A7N1625S01.2-21，A7N1625S01-26)

F/R:2/4 units (A7N1625S01.2-21. 2/2cycles,A7N1625S02-27, 0/2cycles,A7N1625S01-26,2/2cycles,A7N1625S02.2-21,0/2cycles)

Issue Description:

Gpu power not follow Spec when double roasting with Extreme mode,refer to attachment for detail

Expected Behavior:

Gpu power should follow Spec when double roasting with Extreme mode

How to recover:

cannot


",2
"[Y570 FB3 IRX_SIT_X4_H_PS]Cpu/Gpu power untable when double roasting with Extreme mode.(FR:1/2units,1/4cycles）","
 Test condition:

OS: Win11 22H2 (OS Build 22621.2715)

Preload: V03

BIOS/EC:PTCN01WW/PTEC01WW

Test units: 2 units ( I7N24FDS01#14 I7N16FDS03-2#1)

Fail units: 1units ( I7N16FDS03-2#1)

F/R:1/2units,1/4cycles

Issue description:

Cpu/Gpu power unstable when double roasting with Extreme mode,DGPU test pass,Prime95+Furmark Hybrid/DGPU test pass

Expect behaviour:

Cpu/Gpu power should stable when double roasting with Extreme mode

How to recover:

DGPU test pass,Prime95+Furmark Hybrid/DGPU test pass

 

",2
"[Y7P ADR MB1_FFRT_D/H_CPU/GPU]CPU Package Power fluctuation when single roasting in AC Extreme/Performance mode.(FR:2/2units,7/8cycles)","

 Test configuration:

BIOS/EC: SJCN09WW/SJEC09WW

Image:V09

OS build verision: Win11 24H2 build 26100.4349

Language: EN/CHS

Detect by: SFA005_EF_02 FN+Q Mode Test Compatibility Test

Fail scope:

Test units:SKU2-5 SKU3-1

Fail units:SKU2-5 SKU3-1

FR:2/2units,7/8cycles

Observed symptom:

CPU Package Power fluctuation when single roasting in AC Extreme/Performance mode.

Expected behavior:

CPU Package Power fluctuation when single roasting in AC Extreme/Performance mode.

How to recover:

cannot recover

Problem Isolation:

A. Unique to certain system? ->No

B. Unique to a configuration? ->No

C. Unique to OS? ->No

D. Unique to a product? ->No

E. Unique to a current version? ->No

  


",2
"[Y580P 16ARX8_SIT X4/X2_H/D_SF] System can automatic change to single roasting when running the double roasting under AC quiet mode.(2/3units,4/6cycles)","

 Test Condition:

Language:EN/CHN

BIOS/EC: LPCN21WW/LPEC21WW

Preload:V15

Detect by:

SFA005_EF_02 Fn+Q mode test compatibility test

Test Result:

Test unit:A7N3225S06-17,A7N3225S06-18,A7N1625S03-16

Fail unit:A7N3225S06-18,A7N1625S03-16

F/R:2/3units,4/6cycles

Issue Description:

System can automatic change to single roasting when running the double roasting under AC quiet mode.The GPU temp is switch back and forth between 59 and 60,

so the DPTC setting will switch back and forth between single roasting and double roasting

Expected Behavior:

DPTC setting can keep in double roasting data when running the Double roasting.

How to recover:

Cannot recover


",2
"[Y580P 16ARX8_SIT X6_D_SF] System can automatic change to double roasting when running CPU single roasting under 135W/140 PD balance mode.(F/R:1/4u,2/8cycles)","



 Test Condition:

Language:EN/CN

BIOS/EC: LPCN19WW/LPEC19WW

Preload:V13

Detect by:

SFA005_EF_02 FN+Q Mode test compatibility test

Test Result:

Test unit:A9N3225S01-19,A7N1625S03-16,A5N3225S07-20,A7N3225S06-17

Fail unit:A9N3225S01-19 2/2cycles

F/R:1/4units,2/8cycles

Issue Description:

System can automatic change to double roasting when running CPU single roasting under 135W PD balance mode

Expected Behavior:

System cannot change to double roasting when running CPU single roasting under 135W PD balance mode

How to recover:

Cannot recover




",2
"[Y570 Fighting BOX ARB-H_SIT_X2/X4_H/D_PS]Cpu power not meet to Spec when use TCT add loading test single roasting Cpu with Performance mode(FR:2/2units,4/4cycles）","

 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V09

BIOS/EC:NDCN05WW/NDCN05WW

Language: EN

Fail scope:

Tested units: : 2units (A7N1625S01.2-21，A7N1625S02-27)

Failed units: 2units (A7N1625S01.2-21，A7N1625S02-27)

F/R:2/2 units (A7N1625S01.2-21. 2/2cycles,A7N1625S02-27, 2/2cycles)

Issue description:

Cpu power not meet to Spec when use TCT add loading test single roasting Cpu with Performance mode,Fn+Q spec:80W,actual test:sku2-27 about 65W,SKU1.2-27 about 77W

Expect behaviour:

Cpu power should meet to Spec when use TCT add loading test single roasting Cpu with Performance mode

How to recover

use aida64 FPU test single roasting CPU


",2
"[Y780P-16ARX8H_FVT_X9/X11_D_SF]GPU TGP reach to 80 over spec(55w)(GPU temp below 87°) when run single/double roasting under quite mode with 330w/300w square adapter connected (2/2units,6/6cycles)","



 Test configuration:

BIOS/EC: LPCN20WW/ LPEC20WW

Image: V11

Language :CN/EN

OS: 22H2(22621.963)

Detect by:

SFA005_EF_02 FN+Q Mode Test Compatibility test V4.22.09.1

Fail scope:

Test units:2units(A9N3225F01-05,A9N3225F02-22)

Failed units: 2units(A9N3225F01-05,A9N3225F02-22)

F/R: 2/2units,6/6cycles

Observed symptom:

GPU TGP reach to 80 over spec(55w)(GPU temp below 87&deg;) when run single/double roasting under quite mode with 330w/300w square adapter connected

Expected behavior:

GPU TGP should meet spec(55w) when run single/double roasting under quite mode with 330w/300w square adapter connected

How to recover:

None




",2
"[Y7P ADR MB1_SIT_D/H_CPU/GPU]The device battery level drops when double roasting in AC Extreme mode.(FR:2/2units,4/8cycles)","
 Test configuration:

BIOS/EC: SJCN04WW/ SJEC04WW

Image:V03

OS build verision: Win11 24H2 build 26100.4061

Language: EN/CHS

Detect by: SFA005_CF_01 FN+Q Mode Test Basic Function Test

Fail scope:

Test units:SKU2-5 SKU3-22

Fail units:SKU2-5 SKU3-22

FR:2/2units,4/8cycles

Observed symptom:

The device battery level drops when double roasting in AC Extreme mode.

Expected behavior:

The device battery level does not drop when double roasting in AC Extreme mode.

How to recover:

close double roasting

Problem Isolation:

A. Unique to certain system? ->No

B. Unique to a configuration? ->No

C. Unique to OS? ->No

D. Unique to a product? ->No

E. Unique to a current version? ->No

 

",2
"[Y570 Fighting BOX APH_SIT_X2/X4_H/D_PS]Gpu power not follow Spec when double roasting with Extreme mode(FR:2/2units,3/4cycles）","



 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V18

BIOS/EC:NDCN56WW/NDCN056WW

Language: CN/EN

Fail scope:

Tested units: : 2units (A7N1625S03-42,A7N1625S04-41)

Failed units: 2units (A7N1625S03-42,A7N1625S04-41)

F/R:2/2 units (A7N1625S03-42 1/2 cycles,A7N1625S04-41 2/2 cycles,)

Issue Description:

Gpu power not follow Spec when double roasting with Extreme mode,refer to attachment for detail

Expected Behavior:

Gpu power should follow Spec when double roasting with Extreme mode

How to recover:

cannot




",2
"[Y570FB4-AHP_SIT_X2_H/D_PS]System TPP(165W) can not meet SPEC when double roasting in Extreme mode.(F/R:1/3 units,2/15 cycles)","
 Test configuration:

BIOS/EC: V01 

Image:V04 

Language: CHS/EN

Fail scope:

Tested units:A7N16FDS01 #16 A7N16FDS05 #18 A7N16FDS02 #16

Failed units: A7N16FDS05 #18

F/R:1/3units, 2/15 cycles

Observed symptom:

System TPP(165W) can not meet SPEC when double roasting in Extreme mode,aida64+furmark

 

Expected behavior:

Should meet SPEC 170W

How to recover:

Can't

",2
"[Y580P 16ARX8_SIT X6/X4/X2/P0-R_H/D_SF] System can automatic change to double roast when running CPU single roast under AC quiet mode.(F/R:4/4u,8/8cycles)","
 Test Condition:

Language:CN/EN

BIOS/EC: LPCN19WW/LPEC19WW

Preload:V13

Detect by:

SFA005_CF_01 FN+Q Mode test basic function test

Test Result:

Test unit:A9N3225S01-19,A7N1625S03-16,A5N3225S07-20,A7N3225S06-17

Fail unit:A9N3225S01-19,A7N1625S03-16,A5N3225S07-20,A7N3225S06-17

F/R:4/4units,8/8cycles

Issue Description:

System can automatic change to double roast when running CPU single roast under AC quiet mode.

Expected Behavior:

System can keep the roast mode when running CPU single roast

How to recover:

Cannot recover

",2
"[Y570 FB3 IRX_SIT_X4_D_PS]TPP power not meet Spec when double roasting(Aida64+Furmark) with performance mode.(FR:1/2units,1/4cycles）","
 Test condition:

OS: Win11 22H2 (OS Build 22621.2715)

Preload: V03

BIOS/EC:PTCN01WW/PTEC01WW

Test units: 2 units (I7N24FDS01#14 I7N16FDS02-2#10)

Fail units: 1units ( I7N16FDS02-2#10)

F/R:1/2units,1/4cycles

Issue description:

TPP power not meet Spec when double roasting with performance mode

Expect behaviour:

TPP power should meet Spec when double roasting with performance mode

How to recover:

cannot

",2
[Y570FB4-AHP_2nd BIOSV06_X2/X4_H_PS] CPU and GPU power not meet Machine Learning SPEC when running the Machine Learning white list game and running double roasting.(F/R:2/2units 4/4cycles),"


 Test Condition:

Language:CN/EN

BIOS/EC: V06

Preload:V07

Test unit:SKU3-16 SKU1-17 

Fail unit:SKU3-16 2/2cycles SKU1-17 2/2cycles 

F/R:2/2units 4/4cycles

Issue Description: 

 CPU and GPU power not meet ML SPEC when running the Machine Learning white list game and running double roasting,SOTTR SPEC is 55W+105W,the test result is 72W+71W.

Expected Behavior:

CPU and GPU power meet ML SPEC when running the Machine Learning white list game and running double roasting

How to recover:

Cannot recover



",2
"[Y570 Fighting BOX APH_SIT_X2/X4_D/H_PS]Gpu power not meet to Fn+Q Spec when double roasting with balance_AC(PPAB off) mode(FR:2/2units,4/4cycles）","
 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V08

BIOS/EC:NDCN54WW/NDCN054WW

Language: CN/EN

Fail scope:

Tested units: : 2units (A7N1625S03-42,A7N1625S04-41)

Failed units: 2units (A7N1625S03-42,A7N1625S04-41)

F/R:2/2 units (A7N1625S03-42 2/2 cycles,A7N1625S04-41 2/2 cycles,)

Issue description:

Gpu power not meet to Fn+Q Spec when double roasting with balance_AC(PPAB off) mode,Fn+Q Spec:45+60W,actual test:45+55W

Expect behaviour:

Gpu power should meet to Fn+Q Spec when double roasting with balance_AC(PPAB off) mode

How to recover

cannot

",2
"[Y580P 16ARX8_SIT X6/X4/X2/P0-R_H/D_SF] System can automatic change to double roast when running CPU single roast under AC quiet mode.(F/R:4/4u,8/8cycles)","
 Test Condition:

Language:CN/EN

BIOS/EC: LPCN19WW/LPEC19WW

Preload:V13

Detect by:

SFA005_CF_01 FN+Q Mode test basic function test

Test Result:

Test unit:A9N3225S01-19,A7N1625S03-16,A5N3225S07-20,A7N3225S06-17

Fail unit:A9N3225S01-19,A7N1625S03-16,A5N3225S07-20,A7N3225S06-17

F/R:4/4units,8/8cycles

Issue Description:

System can automatic change to double roast when running CPU single roast under AC quiet mode.

Expected Behavior:

System can keep the roast mode when running CPU single roast

How to recover:

Cannot recover

",2
"[Y580P 16ARX8_V23 BIOS_V18 Preload X6/X4/X2 H/D_SF] GPU Power not meet Extreme mode when running the single/double roasting with 55db setting.(3/4units,3/4cycles).","



 Test Condition:

Language:CHN/EN

BIOS/EC: LPCN23WW/LPEC23WW

Preload:V18

Detect by:

SFA005_EF_02 FN+Q Mode test compatibility test

Test Result:

Test unit:A5N3225S07-20,A9N3225S01-21,A5N1625S04-15,A7N3225S06-17

Fail unit:A9N3225S01-21,A5N1625S04-15,A7N3225S06-17

F/R:3/4units,3/4cycles

Issue Description:

GPU Power not meet Extreme mode when running the single/double roasting with 55db setting

Expected Behavior:

GPU Power can meet Extreme mode when running the single/double roasting with 55db setting

How to recover:

Cannot recover




",2
"[Y580P/Y780-16ARX8_EVT BOX_X6/X4/X2/P0-R_H/D_SF] GPU and CPU power cannot meet the Fn+Q SPEC when single/double roasting in performance mode.(F/R:4/4units,8/8cycles)","


 Test Condition:

Language:EN/CHS

BIOS/EC: LPCN13WW/LPEC13WW

Preload: V06

Furmark：1.30.0.0

Aida64：6.70.6000

GPU monitor：6.4

AMD systemdeck：1.01.57.00

Detect by:

SFA005_CF_01 Fn+Q Mode Test Basic Function Test

Test Result:

Test unit:A7N3225E04-16, A7N1625E06-15,Y580P A7N3225E01-16,A7N1625E02-9

Fail unit:A7N3225E04-16, A7N1625E06-15,Y580P A7N3225E01-16,A7N1625E02-9

F/R: 4/4units,8/8cycles

Issue Description:

GPU and CPU power cannot meet the Fn+Q SPEC when single/double roasting in performance mode

Expected Behavior:

GPU and CPU power can meet the Fn+Q SPEC when single/double roasting in performance mode

How to recover:

Cannot recover



",2
"[Y5P ADR_FVT_ES_H/D_PS]The value of SPL/FPPT/SPPT will drop to 35/45/40 when run double roasting with 170w adapter in performance mode at 12% battery capacity(F/R:1/2units,1/10cycles)","
 BIOS/EC: RLCN09WW/RLEC09WW

Image: V7

OS version: 24H2 26100.2605

Language:CN/EN

HW config: CPU:R9 7945HX,R7 7745HX 

Detect by: SFA005_EF_02 FN+Q Mode Test Compatibility Test

Fail scope:

Tested unit: 2units(A9N3225F01-12 EN,A7N3225F03-12 CN)

Failed unit: 2units(A9N3225F01-12 EN,A7N3225F03-12 CN)

F/R:1/2units,1/10cycles

Observed symptom:

The value of SPL/FPPT/SPPT will drop to 35/45/40

Expected behavior:

The value of SPL/FPPT/SPPT will not change

How to recover:

Cannot recover

Problem Isolation:

A. Unique to certain system?

No data

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

Cross Product:

No data

",2
"[Y780P-16ARX8H_SIT_X9/X11_D/H_CG]CPU TDP and GPU TGP can not meet spec when run single/double roasting on DC mode(2/2units,4/4cycles)","

 Test configuration:

BIOS/EC: LPCN34WW/ LPEC34WW

Image: V18

Language :CN/EN

OS: 22H2(22621.1194)

Detect by:

CGA030_CF Dynamic Boost2.0 in AC/DC for gaming V4.23.02.1

Fail scope:

Test units:2units(A9N3225S01-17 EN,A9N3225S03-18CN)

Failed units: 2units(A9N3225S01-17 EN,A9N3225S03-17 CN)

F/R: 2/2units,4/4cycles

Observed symptom:

A9N3225S01-17: 

Balance mode-Double roasting: CPU 28~60W->Fail (Spec:35~45w) ,GPU 40~65->Fail(Spec:55~65w)

Quite mode-Double roasting: CPU 35~45w->Pass(Spec:35~45w),GPU 18~40->Fail(Spec:25~55)

Quite mode-GPU single: GPU 40~55w(spec:55~65w)

A9N3225S03-18:

Balance mode-Double roasting: CPU 32w->Fail(Spec:35~45w),GPU:58~65W->Pass(Spec:55~65w)

Quite mode-Double roasting: CPU 32W->Fail(Spec:35~45w),GPU:30~40W->Pass(Spec:25~55w)

Quite mode-GPU single roasting: GPU 45~58->Fail(Spec:55~65w)

Expected behavior:

CPU and GPU power should meet spec when run single/double roasting on balance mode and quite mode

How to recover:

Can not recover.


",2
"[Y570 Fighting BOX APH_SIT_X2/X4_D/H_PS]STAPM always jump when double roasting with Quiet_AC mode(FR:2/2units,3/4cycles）","




 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V18

BIOS/EC:NDCN56WW/NDCN056WW

Language: CN/EN

Fail scope:

Tested units: : 2units (A7N1625S03-42,A7N1625S04-41)

Failed units: 2units (A7N1625S03-42,A7N1625S04-41)

F/R:2/2 units (A7N1625S03-42 1/2 cycles,A7N1625S04-41 2/2 cycles,)

Issue Description:

STAPM always jump when double roasting with Quiet_AC mode

Expected Behavior:

STAPM should keep 35W when double roasting with Quiet_AC mode

How to recover:

Can't





",2
"[Y570 Fighting BOX APH_SIT_X2/X4_D/H_PS] GPU power not follow Spec when single roasting GPU with performance mode(FR:2/2units,4/4cycles）","
 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V08

BIOS/EC:NDCN53WW/NDCN053WW

Language: CN/EN

Fail scope:

Tested units: : 2units (SKU3-42,SKU4-41)

Failed units: 2units (SKU3-42,SKU4-41)

F/R:2/2 units (SKU3-42 2/2 cycles,SKU4-41 2/2 cycles,)

Issue description:

GPU power not follow Spec when single roasting GPU with performance mode

Expect behaviour:

GPU power should follow Spec when single roasting GPU with performance mode

How to recover:

cannot

",2
"[Y580P 16ARX8_SIT X6/X4/X2/P0-R_H/D_SF] GPU power cannot meet Extreme mode spec when running the single and double roasting under 55db setting.(F/R:4/4u,8/8cycles)","
 Test Condition:

Language:EN/CHN

BIOS/EC: LPCN21WW/LPEC21WW

Preload:V15

Detect by:

SFA005_EF_02 Fn+Q mode test compatibility test

Test Result:

Test unit:A5N1625S04-15,A7N1625S02-20,A9N3225S05-17,A5N3225S07-20

Fail unit:A5N1625S04-15,A7N1625S02-20,A9N3225S05-17,A5N3225S07-20

F/R:4/4units,8/8cycles

Issue Description:

GPU power cannot meet Extreme mode spec when running the single and double roasting under 55db setting.

Expected Behavior:

GPU power can meet Extreme mode spec when running the single and double roasting under 55db setting

How to recover:

Cannot recover

",2
"[Y570 Fighting BOX APH_SIT_X2/X4_H_PS]Cpu power always fluctuant when test single roasting CPU slide mouse with performance/Extreme mode(FR:2/2units,4/4cycles）","



 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V20

BIOS/EC:NDCN57WW/NDCN057WW

Language: CN/EN

Fail scope:

Tested units: : 2units (A7N1625S03-42,A7N1625S04-43)

Failed units: 2units (A7N1625S03-42,A7N1625S04-43)

F/R:2/2 units (A7N1625S03-42 2/2 cycles,A7N1625S04-43 2/2 cycles,)

Issue Description:

Cpu power always fluctuant when test single roasting CPU slide mouse with performance/Extreme  mode

Expected Behavior:

Cpu power should follow Spec and not jump when test single roasting CPU slide mouse with performance/Extreme  mode

How to recover:

not slide mouse




",2
"[Y570 Fighting BOX APH_SIT_X2/X4_D/H_PS] Performance mode double roasting power setting not follow Fn+Q spec(FR:2/2units,4/4cycles）","
 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V08

BIOS/EC:NDCN53WW/NDCN053WW

Language: CN/EN

Fail scope:

Tested units: : 2units (SKU3-42,SKU4-41)

Failed units: 2units (SKU3-42,SKU4-41)

F/R:2/2 units (SKU3-42 2/2 cycles,SKU4-41 2/2 cycles,)

Issue description:

Performance mode double roasting power setting not follow Fn+Q spec

Expect behaviour:

Performance mode double roasting power setting should follow Fn+Q spec

How to recover:

cannot

",2
"[Y570 Fighting BOX APH_SIT_X2/X4_H_PS]Cpu power not meet to Spec when single roasting CPU with DC mode(FR:2/2units,4/4cycles）","
 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V10

BIOS/EC:NDCN55WW/NDCN055WW

Language: CN/EN

Fail scope:

Tested units: : 2units (A7N1625S03-42,A7N1625S04-41)

Failed units: 2units (A7N1625S03-42,A7N1625S04-41)

F/R:2/2 units (A7N1625S03-42 2/2 cycles,A7N1625S04-41 2/2 cycles,)

Issue description:

Cpu power not meet to Spec when single roasting CPU with DC mode，Please refer to attachment for detail

Expect behaviour:

Cpu power should meet to Spec when single roasting CPU with DC mode

How to recover

cannot

",2
[Y780P-16ARX8H_FVT_X9&X11_D_CG] Single roast and Double roast values can’t meet spec. (F/R: 4/4units.8/8cycles),"


 Test configuration:

BIOS/EC: LPCN17WW/ LPEC17WW

Image: V6

Language :CN/EN

OS: 22H2(22621.900)

Detect by:

SFA005_CF_01 Fn + Q Mode Test Basic Function Test V4.22.09.1

Fail scope:

Test units:4 units(A9N3225F01-05, A9N3225F02-19,A7N1625F03-17 , A7N1625F04-19)

Failed units:4 units(A9N3225F01-05, A9N3225F02-19,A7N1625F03-17 , A7N1625F04-19)

F/R: 4/4 units,4/4 cycles

Observed symptom:

CPU Power and GPU Power can’t meet spec.

Expected behavior:

CPU Power and GPU Power should meet spec

How to recover:

Can’t recover.



",2
"[Y7P ADR_SIT_X4/X6 QS_H/D_CPU/GPU]CPU TDP/GPU TGP can not meet spec during CPU Single Roasting/GPU Single Roasting/CPU+GPU double Roasting with 245w&170w&135w Slim adapter and 140w&100w PD adapter(F/R:6/6 units,70/120cycles)","

 Test condition:

BIOS/EC: RLCN11WW/RLEC11WW

Image: V9

OS build version: Win11 24H2 26100.3194

Language: CHS

Issue Related KP/Device: NA

Issue Related Driver: VGA driver:32.0.13034.2;NVIDIA_VGA driver:32.0.15.7253

Detect by: CGA030_CF Dynamic Boost2.0 in AC/DC for Gaming

Test tool: GPUMon_v7.2.1,FurMark_1.38.1.0,AMD systemdeck_4.1.77.0E-0114, AIDA64_7.60.7300

Fail scope:

Tested unit: A9N3225S01-1,A9N3225S02-1,A9N3225S02-21,A7N1625S03-1,A7N1625S03-21,A7N3225S04-1

Failed unit: A9N3225S01-1,A9N3225S02-1,A9N3225S02-21,A7N1625S03-1,A7N1625S03-21,A7N3225S04-1

F/R: 6/6 units,(A9N3225S01-1 fail@ 6/12cycles; A9N3225S02-1 fail@22/24cycles;A9N3225S02-21 fail@ 17/30cycles; A7N1625S03-1 fail@10/12cycles;A7N1625S03-21 fail@ 4/30cycles; A7N3225S04-1 fail@11/12cycles;)

Observed symptom:

CPU TDP/GPU TGP can not meet spec during CPU Single Roasting/GPU Single Roasting/CPU+GPU double Roasting with 245w&170w&135w Slim adapter and 140w&100w PD adapter

Expected behavior:

CPU TDP/GPU TGP can meet spec during CPU Single Roasting/GPU Single Roasting/CPU+GPU double Roasting with 245w&170w&135w Slim adapter and 140w&100w PD adapter

How to recover:

NA

Problem Isolation:

A. Unique to certain system?

No

B. Unique to a configuration?

No

C. Unique to OS?

No

D. Unique to a product?

No

E. Unique to a current version?

No


",2
"[Y570 Fighting BOX ARB-H_SIT_X2/X4_D/H_PS]Cpu power not meet to Spec when double roasting with DC mode(FR:2/2units,4/4cycles）","
 Test condition:

OS: Win11 22H2 build 22621.1778

Preload:V09

BIOS/EC:NDCN05WW/NDCN05WW

Language: CN/EN

Fail scope:

Tested units: : 2units (A7N1625S01.2-21，A7N1625S02-27)

Failed units: 2units (A7N1625S01.2-21，A7N1625S02-27)

F/R:2/2 units (A7N1625S01.2-21. 2/2cycles,A7N1625S02-27, 2/2cycles)

Issue description:

Cpu power not meet to Spec when double roasting with DC mode，please refer to attachment for detail

Expect behaviour:

Cpu power should meet to Spec when double roasting with DC mode

How to recover

cannot

",2
"[Y780P-16ARX8H_FVT_X9&X11_D/H_ST] Stress_ Double Roasting, GPU TGP can’t reach to spec(150w)(temp>87°) when run double roasting under performance mode with 330w adapter connected.(F/R: 2/2units,2/2cycles)","





 Test configuration:

BIOS/EC: LPCN21WW/LPEC21WW

Image: V12

Language :CN/EN

OS: 22H2(22621.963)

Detect by:

STA026_EF Stress_ Double Roasting V4.21.12.1

Fail scope:

Test units: 2 units(A9N3225F01-25;A9N3225F02-23)

Failed units: 2 units(A9N3225F01-25;A9N3225F02-23)

F/R: 2/2units,2/2cycles

Observed symptom:

GPU TGP can’t reach to spec(150w)(temp>87&deg;) when run double roasting under performance mode with 330w adapter connected.

Expected behavior:

GPU TGP can reach to spec(150w) when run double roasting under performance mode with 330w adapter connected.

How to recover:

Can not recover






",2
"[Y7P ADR MB1_SIT_H/D_CPU/GPU]GPU Package Power does not meet SPEC when GPU single roasting in AC Performance/Extreme mode.(FR:2/2units,5/8cycles)","
 Test configuration:

BIOS/EC: SJCN07WW/ SJEC07WW

Image:V08

OS build verision: Win11 24H2 build 26100.4349

Language: EN/CN

Detect by: SFA005_EF_02 FN+Q Mode Test Compatibility Test

Fail scope:

Test units:SKU2-5 SKU3-1

Fail units:SKU2-5 SKU3-1

FR:2/2units,5/8cycles

Observed symptom:

GPU Package Power does not meet SPEC when GPU single roasting in AC Performance/Extreme mode.

Expected behavior:

GPU Package Power can meet SPEC when GPU single roasting in AC Performance/Extreme mode.

How to recover:

stop single roasting

Problem Isolation:

A. Unique to certain system? ->No

B. Unique to a configuration? ->No

C. Unique to OS? ->No

D. Unique to a product? ->No

E. Unique to a current version? ->No

  

",2
